Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,ClusterLabel,MonetaryValue per 100 pounds
12672.0,181.15,1,2010-04-23 09:57:00,230,1,RE-ENGAGE,1.8115
12673.0,565.5,1,2010-11-03 10:46:00,36,2,NURTURE,5.655
12675.0,874.5,2,2010-06-04 09:49:00,188,1,RE-ENGAGE,8.745
12676.0,1241.7,4,2010-10-27 09:36:00,43,0,RETAIN,12.417
12677.0,359.1,2,2010-06-02 14:30:00,190,1,RE-ENGAGE,3.591
12683.0,3788.21,8,2010-12-09 12:17:00,0,3,REWARD,37.8821
12686.0,71.14,1,2010-12-03 09:51:00,6,2,NURTURE,0.7114
12687.0,1858.91,1,2010-08-16 12:12:00,115,0,RETAIN,18.589100000000002
12691.0,116.6,1,2010-10-15 12:00:00,55,2,NURTURE,1.166
12692.0,110.95,1,2010-03-12 14:02:00,272,1,RE-ENGAGE,1.1095
12693.0,703.11,3,2010-11-08 14:57:00,31,2,NURTURE,7.0311
12694.0,901.68,1,2010-10-14 19:39:00,56,2,NURTURE,9.0168
12695.0,789.02,3,2010-06-29 16:12:00,163,1,RE-ENGAGE,7.8902
12696.0,731.91,2,2010-10-01 10:43:00,69,2,NURTURE,7.3191
12698.0,285.75,1,2010-04-28 15:51:00,225,1,RE-ENGAGE,2.8575
12699.0,566.11,1,2010-10-18 12:07:00,52,2,NURTURE,5.6611
12701.0,1522.7,4,2010-06-28 13:44:00,164,0,RETAIN,15.227
12703.0,632.98,3,2010-03-16 13:22:00,268,1,RE-ENGAGE,6.3298000000000005
12708.0,2295.19,9,2010-12-06 10:43:00,3,3,REWARD,22.951900000000002
12711.0,1213.05,2,2010-04-07 11:59:00,246,1,RE-ENGAGE,12.1305
12712.0,2473.53,10,2010-12-09 11:39:00,0,3,REWARD,24.735300000000002
12717.0,227.93,1,2010-04-28 14:34:00,225,1,RE-ENGAGE,2.2793
12720.0,2190.94,5,2010-12-05 15:21:00,4,3,REWARD,21.9094
12721.0,1248.95,2,2010-11-19 15:13:00,20,0,RETAIN,12.4895
12724.0,1160.11,3,2010-11-21 13:26:00,18,0,RETAIN,11.601099999999999
12725.0,1906.76,3,2010-12-03 15:45:00,6,0,RETAIN,19.0676
12726.0,1279.5,4,2010-11-17 16:59:00,22,0,RETAIN,12.795
12727.0,1464.8300000000002,3,2010-09-23 10:45:00,77,0,RETAIN,14.6483
12728.0,197.84,1,2010-11-21 11:34:00,18,2,NURTURE,1.9784
12730.0,703.25,1,2010-07-06 12:19:00,156,1,RE-ENGAGE,7.0325
12733.0,2040.07,3,2010-11-15 13:56:00,24,0,RETAIN,20.4007
12734.0,493.25,2,2010-11-30 11:05:00,9,2,NURTURE,4.9325
12738.0,137.35,1,2010-12-02 18:27:00,7,2,NURTURE,1.3735
12739.0,1445.69,1,2010-11-10 14:27:00,29,2,NURTURE,14.456900000000001
12741.0,236.07,1,2010-06-24 16:24:00,168,1,RE-ENGAGE,2.3607
12742.0,1201.52,1,2010-03-24 12:43:00,260,1,RE-ENGAGE,12.0152
12745.0,723.85,2,2010-08-10 10:14:00,121,2,NURTURE,7.2385
12746.0,254.55,1,2010-06-17 10:41:00,175,1,RE-ENGAGE,2.5455
12749.0,2806.48,4,2010-11-05 13:56:00,34,3,REWARD,28.0648
12751.0,268.27,1,2010-09-21 12:49:00,79,2,NURTURE,2.6826999999999996
12759.0,3207.3,5,2010-11-18 19:14:00,21,3,REWARD,32.073
12760.0,317.8,1,2010-09-10 08:50:00,90,2,NURTURE,3.178
12761.0,712.95,1,2010-09-01 10:47:00,99,2,NURTURE,7.1295
12763.0,320.08,1,2010-12-05 15:46:00,4,2,NURTURE,3.2007999999999996
12765.0,1299.58,6,2010-08-24 13:51:00,107,0,RETAIN,12.9958
12766.0,2658.65,3,2010-12-08 13:53:00,1,0,RETAIN,26.5865
12767.0,949.82,1,2010-11-29 09:38:00,10,2,NURTURE,9.4982
12768.0,168.69000000000003,1,2010-09-15 12:08:00,85,2,NURTURE,1.6869000000000003
12770.0,1895.0,1,2010-09-09 11:43:00,91,0,RETAIN,18.95
12771.0,226.3,1,2010-08-11 11:51:00,120,2,NURTURE,2.263
12773.0,124.25,1,2010-05-24 17:30:00,199,1,RE-ENGAGE,1.2425
12774.0,83.7,1,2010-06-22 10:38:00,170,1,RE-ENGAGE,0.8370000000000001
12775.0,270.08,2,2010-11-16 15:14:00,23,2,NURTURE,2.7007999999999996
12776.0,27.5,1,2010-02-10 12:11:00,302,1,RE-ENGAGE,0.275
12777.0,519.45,1,2010-09-08 11:35:00,92,2,NURTURE,5.194500000000001
12778.0,848.45,3,2010-11-08 10:51:00,31,0,RETAIN,8.4845
12779.0,2740.91,7,2010-12-03 13:40:00,6,3,REWARD,27.4091
12780.0,322.4,1,2010-04-20 09:40:00,233,1,RE-ENGAGE,3.2239999999999998
12782.0,1923.32,6,2010-11-30 11:37:00,9,3,REWARD,19.2332
12784.0,1034.33,1,2010-06-28 13:06:00,164,1,RE-ENGAGE,10.3433
12785.0,648.45,2,2010-06-22 12:16:00,170,1,RE-ENGAGE,6.484500000000001
12786.0,668.5,1,2010-04-09 12:12:00,244,1,RE-ENGAGE,6.685
12787.0,380.52,1,2010-10-22 14:57:00,48,2,NURTURE,3.8051999999999997
12788.0,384.9,4,2010-09-02 14:21:00,98,2,NURTURE,3.8489999999999998
12789.0,148.5,2,2010-07-15 12:43:00,147,2,NURTURE,1.485
12790.0,251.92999999999998,1,2010-10-25 13:04:00,45,2,NURTURE,2.5193
12791.0,656.83,5,2010-12-01 11:27:00,8,0,RETAIN,6.568300000000001
12792.0,370.47,1,2010-06-23 10:49:00,169,1,RE-ENGAGE,3.7047000000000003
12793.0,387.85,2,2010-12-03 15:14:00,6,2,NURTURE,3.8785000000000003
12796.0,351.0,1,2010-03-21 15:49:00,263,1,RE-ENGAGE,3.51
12797.0,468.08000000000004,2,2010-12-09 10:55:00,0,2,NURTURE,4.6808000000000005
12798.0,1533.8899999999999,1,2010-10-14 12:27:00,56,0,RETAIN,15.338899999999999
12799.0,219.35,1,2010-06-28 15:57:00,164,1,RE-ENGAGE,2.1935
12800.0,500.25,2,2010-08-26 14:11:00,105,2,NURTURE,5.0025
12801.0,871.82,1,2010-07-27 09:38:00,135,2,NURTURE,8.718200000000001
12802.0,1788.84,4,2010-09-21 15:57:00,79,0,RETAIN,17.8884
12803.0,1017.81,1,2010-11-11 14:57:00,28,2,NURTURE,10.178099999999999
12804.0,327.02,2,2010-08-31 11:58:00,100,2,NURTURE,3.2702
12805.0,1230.95,4,2010-11-23 12:27:00,16,0,RETAIN,12.3095
12806.0,2558.96,2,2010-05-16 13:49:00,207,0,RETAIN,25.5896
12807.0,250.35,1,2010-11-21 14:21:00,18,2,NURTURE,2.5035
12808.0,394.45,3,2010-12-06 10:27:00,3,2,NURTURE,3.9444999999999997
12809.0,979.03,2,2010-05-23 11:08:00,200,1,RE-ENGAGE,9.7903
12810.0,534.99,2,2010-06-23 10:53:00,169,1,RE-ENGAGE,5.3499
12811.0,435.05,2,2010-11-26 09:49:00,13,2,NURTURE,4.3505
12813.0,1621.8,3,2010-07-26 09:50:00,136,0,RETAIN,16.218
12817.0,444.94,2,2010-11-05 08:28:00,34,2,NURTURE,4.4494
12819.0,540.52,1,2010-09-07 15:20:00,93,2,NURTURE,5.4052
12820.0,1747.18,7,2010-11-07 14:26:00,32,3,REWARD,17.4718
12821.0,128.07999999999998,1,2010-04-07 15:14:00,246,1,RE-ENGAGE,1.2808
12825.0,518.63,2,2010-07-06 13:56:00,156,1,RE-ENGAGE,5.1863
12826.0,1481.03,6,2010-12-09 15:21:00,0,0,RETAIN,14.8103
12829.0,92.30000000000001,1,2010-06-07 15:04:00,185,1,RE-ENGAGE,0.9230000000000002
12831.0,236.06,2,2010-09-02 16:00:00,98,2,NURTURE,2.3606
12837.0,554.31,1,2010-05-19 15:10:00,204,1,RE-ENGAGE,5.543099999999999
12838.0,2715.35,9,2010-12-01 11:57:00,8,3,REWARD,27.153499999999998
12840.0,1315.2,3,2010-09-28 17:58:00,72,0,RETAIN,13.152000000000001
12842.0,799.0,2,2010-10-31 10:45:00,39,2,NURTURE,7.99
12844.0,322.64,2,2010-09-23 16:23:00,77,2,NURTURE,3.2264
12847.0,765.36,1,2010-11-17 12:44:00,22,2,NURTURE,7.6536
12848.0,208.0,1,2010-02-02 12:45:00,310,1,RE-ENGAGE,2.08
12849.0,2030.82,4,2010-11-23 11:41:00,16,0,RETAIN,20.3082
12850.0,330.0,1,2010-09-20 12:26:00,80,2,NURTURE,3.3
12851.0,148.95,1,2010-08-19 15:13:00,112,2,NURTURE,1.4894999999999998
12853.0,1950.4,5,2010-10-08 14:51:00,62,0,RETAIN,19.504
12854.0,1669.52,4,2010-05-27 16:54:00,196,0,RETAIN,16.6952
12855.0,612.84,4,2010-12-02 09:37:00,7,0,RETAIN,6.1284
12857.0,2581.6,4,2010-09-29 16:49:00,71,3,REWARD,25.816
12858.0,177.92,1,2010-11-21 12:55:00,18,2,NURTURE,1.7792
12859.0,575.1,1,2010-09-07 12:20:00,93,2,NURTURE,5.751
12860.0,55.47,1,2010-01-15 15:22:00,328,1,RE-ENGAGE,0.5547
12861.0,68.25,1,2010-03-30 11:39:00,254,1,RE-ENGAGE,0.6825
12862.0,1008.3199999999999,2,2010-10-10 11:47:00,60,2,NURTURE,10.0832
12863.0,2271.35,5,2010-11-25 17:47:00,14,3,REWARD,22.7135
12864.0,152.45,1,2010-07-19 17:22:00,143,2,NURTURE,1.5245
12865.0,1755.24,2,2010-11-26 15:37:00,13,0,RETAIN,17.5524
12866.0,593.23,2,2010-08-22 15:48:00,109,2,NURTURE,5.932300000000001
12868.0,640.0,3,2010-12-01 12:50:00,8,2,NURTURE,6.4
12869.0,337.66999999999996,1,2010-01-27 12:10:00,316,1,RE-ENGAGE,3.3766999999999996
12870.0,1676.95,3,2010-11-29 13:42:00,10,0,RETAIN,16.7695
12871.0,363.38,1,2010-09-26 10:34:00,74,2,NURTURE,3.6338
12872.0,3085.52,11,2010-12-09 14:44:00,0,3,REWARD,30.8552
12873.0,1653.3,2,2010-11-07 11:15:00,32,0,RETAIN,16.533
12874.0,873.42,2,2010-11-19 15:23:00,20,2,NURTURE,8.7342
12875.0,1013.76,3,2010-08-25 14:35:00,106,0,RETAIN,10.137599999999999
12876.0,1698.77,2,2010-11-10 12:21:00,29,0,RETAIN,16.9877
12877.0,1419.4,8,2010-11-03 13:53:00,36,3,REWARD,14.194
12880.0,640.13,2,2010-11-23 10:50:00,16,2,NURTURE,6.4013
12887.0,222.4,1,2010-11-21 11:18:00,18,2,NURTURE,2.224
12889.0,385.46000000000004,4,2010-11-23 16:08:00,16,2,NURTURE,3.8546000000000005
12890.0,336.8,1,2010-11-17 14:06:00,22,2,NURTURE,3.3680000000000003
12891.0,509.5,8,2010-09-07 15:31:00,93,0,RETAIN,5.095
12892.0,263.38,1,2010-11-08 09:51:00,31,2,NURTURE,2.6338
12894.0,157.35,1,2010-05-13 14:47:00,210,1,RE-ENGAGE,1.5735
12897.0,297.75,2,2010-11-23 13:29:00,16,2,NURTURE,2.9775
12898.0,310.96000000000004,2,2010-09-02 08:08:00,98,2,NURTURE,3.1096000000000004
12899.0,366.4,1,2010-10-22 09:53:00,48,2,NURTURE,3.6639999999999997
12900.0,340.33,1,2010-10-13 15:17:00,57,2,NURTURE,3.4032999999999998
12903.0,833.53,1,2010-10-07 12:39:00,63,2,NURTURE,8.3353
12905.0,1018.42,2,2010-05-12 10:05:00,211,1,RE-ENGAGE,10.184199999999999
12907.0,508.91,2,2010-11-09 12:08:00,30,2,NURTURE,5.0891
12908.0,1026.0,3,2010-11-24 09:29:00,15,0,RETAIN,10.26
12909.0,924.52,3,2010-10-11 09:44:00,59,0,RETAIN,9.2452
12910.0,2721.48,5,2010-11-25 12:27:00,14,3,REWARD,27.2148
12911.0,1680.47,1,2010-06-06 12:13:00,186,1,RE-ENGAGE,16.8047
12914.0,223.98,1,2010-11-04 12:28:00,35,2,NURTURE,2.2398
12915.0,811.1,3,2010-12-02 12:33:00,7,0,RETAIN,8.111
12916.0,1647.87,3,2010-09-23 11:57:00,77,0,RETAIN,16.4787
12917.0,3765.2,5,2010-11-04 15:56:00,35,3,REWARD,37.652
12920.0,323.86,3,2010-05-17 12:57:00,206,1,RE-ENGAGE,3.2386
12923.0,612.9,2,2010-11-14 13:16:00,25,2,NURTURE,6.129
12924.0,1535.7,8,2010-11-11 15:21:00,28,3,REWARD,15.357000000000001
12925.0,35.28,1,2010-04-26 10:32:00,227,1,RE-ENGAGE,0.3528
12926.0,1548.08,4,2010-10-24 15:57:00,46,0,RETAIN,15.480799999999999
12927.0,197.31,1,2010-11-10 10:02:00,29,2,NURTURE,1.9731
12928.0,2242.19,7,2010-11-26 15:53:00,13,3,REWARD,22.4219
12932.0,1698.56,8,2010-06-18 14:22:00,174,3,REWARD,16.985599999999998
12933.0,1079.5,5,2010-11-24 17:11:00,15,0,RETAIN,10.795
12934.0,181.65,1,2009-12-03 10:51:00,371,1,RE-ENGAGE,1.8165
12935.0,2083.16,8,2010-11-29 13:55:00,10,3,REWARD,20.831599999999998
12937.0,1593.34,5,2010-09-02 16:01:00,98,0,RETAIN,15.933399999999999
12941.0,377.49,1,2009-12-15 13:12:00,359,1,RE-ENGAGE,3.7749
12942.0,258.75,1,2010-12-09 09:34:00,0,2,NURTURE,2.5875
12943.0,496.5,2,2010-05-30 13:52:00,193,1,RE-ENGAGE,4.965
12945.0,437.16,1,2010-02-21 15:18:00,291,1,RE-ENGAGE,4.3716
12946.0,324.45,1,2010-09-29 10:14:00,71,2,NURTURE,3.2445
12947.0,304.04,1,2010-12-01 16:21:00,8,2,NURTURE,3.0404
12948.0,252.48000000000002,2,2009-12-09 11:46:00,365,1,RE-ENGAGE,2.5248000000000004
